TIMESTAMP,P_F
2000-01-01 00:00,60.4
2001-01-01 00:00,94.062
2002-01-01 00:00,155.9
2003-01-01 00:00,120.642
2004-01-01 00:00,151.144
2005-01-01 00:00,158.281
2006-01-01 00:00,105.361
2007-01-01 00:00,156.198
2008-01-01 00:00,202.1
2009-01-01 00:00,169.3
2010-01-01 00:00,128.749
2011-01-01 00:00,238
2012-01-01 00:00,92.9
2013-01-01 00:00,230.6
2014-01-01 00:00,346.276
