TIMESTAMP,P_F
2008-01-01 00:00,1099.494
2009-01-01 00:00,661.772
2010-01-01 00:00,964.669
2011-01-01 00:00,1396.202
2012-01-01 00:00,655.145
2013-01-01 00:00,733.55
2014-01-01 00:00,931.342
