TIMESTAMP,P_F
2001-01-01 00:00,214.254
2002-01-01 00:00,146.113
2003-01-01 00:00,161.7
2004-01-01 00:00,259.458
2005-01-01 00:00,235.548
2006-01-01 00:00,204.381
2007-01-01 00:00,199.413
