TIMESTAMP,P_F
2008-01-01 00:00,717.223
2009-01-01 00:00,627.293
2010-01-01 00:00,780.327
2011-01-01 00:00,797.462
2012-01-01 00:00,746.001
2013-01-01 00:00,818.399
2014-01-01 00:00,888.23
